Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD,Treatment_f
AB3,com+,030820,T06,NOD 1 SHIFT 2,D1,1,D,NOD,8,X,0,No drug
AB3,com+,030820,T06,NOD 1 SHIFT 2,D2,2,D,NOD,8,X,0,No drug
AB3,com+,030820,T06,NOD 1 SHIFT 2,D3,3,D,NOD,8,X,0,No drug
AB3,com+,030820,T06,NOD 1 SHIFT 2,D4,4,D,NOD,8,X,0,No drug
AB3,com+,030820,T06,NOD 1 SHIFT 2,D5,5,D,NOD,8,X,0,No drug
AB3,com+,030820,T06,NOD 1 SHIFT 2,D6,6,D,NOD,8,X,0,No drug
AB3,com+,040820,T07,STR AB3 SHIFT 1,A1,1,A,STR,1,X,1.11,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,A2,2,A,STR,1,X,0.915,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,A3,3,A,STR,1,X,0.772,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,A4,4,A,STR,1,S,0.798,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,A5,5,A,STR,1,S,0.793,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,A6,6,A,STR,1,S,0.829,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,B1,1,B,STR,2,X,1.057,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,B2,2,B,STR,2,X,0.918,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,B3,3,B,STR,2,X,0.786,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,B4,4,B,STR,2,S,0.664,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,B5,5,B,STR,2,S,0.656,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,B6,6,B,STR,2,S,0.662,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,C1,1,C,STR,3,X,1.192,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,C2,2,C,STR,3,X,0.943,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,C3,3,C,STR,3,X,0.781,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,C4,4,C,STR,3,S,0.648,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,C5,5,C,STR,3,S,0.656,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,C6,6,C,STR,3,S,0.649,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,D1,1,D,STR,4,X,1.145,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,D2,2,D,STR,4,X,0.954,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,D3,3,D,STR,4,X,0.83,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,D4,4,D,STR,4,S,0.745,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,D5,5,D,STR,4,S,0.752,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 1,D6,6,D,STR,4,S,0.785,STP only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,A1,1,A,RIF,1,X,1.306,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,A2,2,A,RIF,1,X,0.761,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,A3,3,A,RIF,1,X,0.673,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,A4,4,A,RIF,1,R,0.8,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,A5,5,A,RIF,1,R,0.659,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,A6,6,A,RIF,1,R,0.686,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,B1,1,B,RIF,2,X,1.206,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,B2,2,B,RIF,2,X,1.036,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,B3,3,B,RIF,2,X,0.956,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,B4,4,B,RIF,2,R,0.917,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,B5,5,B,RIF,2,R,0.74,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,B6,6,B,RIF,2,R,0.719,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,C1,1,C,RIF,3,X,1.019,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,C2,2,C,RIF,3,X,1.055,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,C3,3,C,RIF,3,X,0.919,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,C4,4,C,RIF,3,R,0.896,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,C5,5,C,RIF,3,R,0.869,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,C6,6,C,RIF,3,R,0.772,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,D1,1,D,RIF,4,X,1.091,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,D2,2,D,RIF,4,X,1.011,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,D3,3,D,RIF,4,X,0.908,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,D4,4,D,RIF,4,R,0.905,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,D5,5,D,RIF,4,R,0.878,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 1,D6,6,D,RIF,4,R,0.786,RIF only
AB3,com+,040820,T07,MIX AB3 SHIFT 1,A1,1,A,MIX,1,X,0.842,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,A2,2,A,MIX,1,X,0.741,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,A3,3,A,MIX,1,X,0.744,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,A4,4,A,MIX,1,S,0.795,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,A5,5,A,MIX,1,R,0.786,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,A6,6,A,MIX,1,B,0.923,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,B1,1,B,MIX,2,X,0.785,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,B2,2,B,MIX,2,X,0.754,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,B3,3,B,MIX,2,X,0.756,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,B4,4,B,MIX,2,S,0.754,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,B5,5,B,MIX,2,R,0.783,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,B6,6,B,MIX,2,B,1.021,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,C1,1,C,MIX,3,X,0.755,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,C2,2,C,MIX,3,X,0.725,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,C3,3,C,MIX,3,X,0.748,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,C4,4,C,MIX,3,S,0.778,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,C5,5,C,MIX,3,R,0.717,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,C6,6,C,MIX,3,B,0.886,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,D1,1,D,MIX,4,X,0.776,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,D2,2,D,MIX,4,X,0.706,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,D3,3,D,MIX,4,X,0.713,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,D4,4,D,MIX,4,S,0.718,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,D5,5,D,MIX,4,R,0.716,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 1,D6,6,D,MIX,4,B,0.839,Mixed
AB3,com+,040820,T07,CMB AB3 SHIFT 1,A1,1,A,CMB,1,X,1.074,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,A2,2,A,CMB,1,X,0.955,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,A3,3,A,CMB,1,X,0.922,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,A4,4,A,CMB,1,B,0.071,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,A5,5,A,CMB,1,B,0.068,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,A6,6,A,CMB,1,B,0.084,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,B1,1,B,CMB,2,X,1.055,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,B2,2,B,CMB,2,X,0.963,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,B3,3,B,CMB,2,X,0.892,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,B4,4,B,CMB,2,B,0.073,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,B5,5,B,CMB,2,B,0.07,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,B6,6,B,CMB,2,B,0.067,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,C1,1,C,CMB,3,X,1.066,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,C2,2,C,CMB,3,X,0.943,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,C3,3,C,CMB,3,X,0.917,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,C4,4,C,CMB,3,B,0.07,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,C5,5,C,CMB,3,B,0.069,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,C6,6,C,CMB,3,B,0.067,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,D1,1,D,CMB,4,X,1.583,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,D2,2,D,CMB,4,X,0.828,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,D3,3,D,CMB,4,X,0.796,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,D4,4,D,CMB,4,B,0.072,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,D5,5,D,CMB,4,B,0.067,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 1,D6,6,D,CMB,4,B,0.067,Combination
AB3,com+,040820,T07,NOD SHIFT 1,A1,1,A,NOD,1,X,0.951,No drug
AB3,com+,040820,T07,NOD SHIFT 1,A2,2,A,NOD,1,X,0.818,No drug
AB3,com+,040820,T07,NOD SHIFT 1,A3,3,A,NOD,1,X,0.764,No drug
AB3,com+,040820,T07,NOD SHIFT 1,A4,4,A,NOD,1,X,0.749,No drug
AB3,com+,040820,T07,NOD SHIFT 1,A5,5,A,NOD,1,X,0.778,No drug
AB3,com+,040820,T07,NOD SHIFT 1,A6,6,A,NOD,1,X,0.868,No drug
AB3,com+,040820,T07,NOD SHIFT 1,B1,1,B,NOD,2,X,1.019,No drug
AB3,com+,040820,T07,NOD SHIFT 1,B2,2,B,NOD,2,X,0.845,No drug
AB3,com+,040820,T07,NOD SHIFT 1,B3,3,B,NOD,2,X,0.789,No drug
AB3,com+,040820,T07,NOD SHIFT 1,B4,4,B,NOD,2,X,0.743,No drug
AB3,com+,040820,T07,NOD SHIFT 1,B5,5,B,NOD,2,X,0.738,No drug
AB3,com+,040820,T07,NOD SHIFT 1,B6,6,B,NOD,2,X,0.795,No drug
AB3,com+,040820,T07,NOD SHIFT 1,C1,1,C,NOD,3,X,1.207,No drug
AB3,com+,040820,T07,NOD SHIFT 1,C2,2,C,NOD,3,X,1.027,No drug
AB3,com+,040820,T07,NOD SHIFT 1,C3,3,C,NOD,3,X,1.223,No drug
AB3,com+,040820,T07,NOD SHIFT 1,C4,4,C,NOD,3,X,1.351,No drug
AB3,com+,040820,T07,NOD SHIFT 1,C5,5,C,NOD,3,X,1.408,No drug
AB3,com+,040820,T07,NOD SHIFT 1,C6,6,C,NOD,3,X,1.083,No drug
AB3,com+,040820,T07,NOD SHIFT 1,D1,1,D,NOD,4,X,0.841,No drug
AB3,com+,040820,T07,NOD SHIFT 1,D2,2,D,NOD,4,X,1.092,No drug
AB3,com+,040820,T07,NOD SHIFT 1,D3,3,D,NOD,4,X,0.95,No drug
AB3,com+,040820,T07,NOD SHIFT 1,D4,4,D,NOD,4,X,0.95,No drug
AB3,com+,040820,T07,NOD SHIFT 1,D5,5,D,NOD,4,X,1.201,No drug
AB3,com+,040820,T07,NOD SHIFT 1,D6,6,D,NOD,4,X,1.042,No drug
AB3,com+,040820,T07,STR AB3 SHIFT 2,A1,1,A,STR,5,X,0.972,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,A2,2,A,STR,5,X,0.604,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,A3,3,A,STR,5,X,0.567,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,A4,4,A,STR,5,S,0.809,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,A5,5,A,STR,5,S,0.965,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,A6,6,A,STR,5,S,1.126,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,B1,1,B,STR,6,X,0.852,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,B2,2,B,STR,6,X,0.67,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,B3,3,B,STR,6,X,0.652,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,B4,4,B,STR,6,S,0.871,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,B5,5,B,STR,6,S,0.921,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,B6,6,B,STR,6,S,0.98,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,C1,1,C,STR,7,X,0.963,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,C2,2,C,STR,7,X,0.782,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,C3,3,C,STR,7,X,0.624,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,C4,4,C,STR,7,S,0.839,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,C5,5,C,STR,7,S,0.906,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,C6,6,C,STR,7,S,0.986,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,D1,1,D,STR,8,X,1.277,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,D2,2,D,STR,8,X,0.69,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,D3,3,D,STR,8,X,0.655,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,D4,4,D,STR,8,S,0.741,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,D5,5,D,STR,8,S,0.943,STP only
AB3,com+,040820,T07,STR AB3 SHIFT 2,D6,6,D,STR,8,S,0.907,STP only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,A1,1,A,RIF,5,X,0.873,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,A2,2,A,RIF,5,X,0.72,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,A3,3,A,RIF,5,X,0.641,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,A4,4,A,RIF,5,R,0.717,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,A5,5,A,RIF,5,R,0.835,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,A6,6,A,RIF,5,R,0.847,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,B1,1,B,RIF,6,X,0.947,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,B2,2,B,RIF,6,X,0.677,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,B3,3,B,RIF,6,X,0.639,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,B4,4,B,RIF,6,R,0.717,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,B5,5,B,RIF,6,R,0.821,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,B6,6,B,RIF,6,R,0.806,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,C1,1,C,RIF,7,X,1.326,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,C2,2,C,RIF,7,X,0.887,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,C3,3,C,RIF,7,X,0.772,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,C4,4,C,RIF,7,R,0.744,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,C5,5,C,RIF,7,R,0.767,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,C6,6,C,RIF,7,R,0.825,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,D1,1,D,RIF,8,X,1.542,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,D2,2,D,RIF,8,X,1.28,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,D3,3,D,RIF,8,X,0.978,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,D4,4,D,RIF,8,R,0.742,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,D5,5,D,RIF,8,R,0.76,RIF only
AB3,com+,040820,T07,RIF AB3 SHIFT 2,D6,6,D,RIF,8,R,0.743,RIF only
AB3,com+,040820,T07,MIX AB3 SHIFT 2,A1,1,A,MIX,5,X,0.902,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,A2,2,A,MIX,5,X,0.722,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,A3,3,A,MIX,5,X,0.777,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,A4,4,A,MIX,5,S,0.809,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,A5,5,A,MIX,5,R,0.687,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,A6,6,A,MIX,5,B,0.935,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,B1,1,B,MIX,6,X,0.808,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,B2,2,B,MIX,6,X,0.697,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,B3,3,B,MIX,6,X,0.671,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,B4,4,B,MIX,6,S,0.756,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,B5,5,B,MIX,6,R,0.683,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,B6,6,B,MIX,6,B,0.823,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,C1,1,C,MIX,7,X,0.547,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,C2,2,C,MIX,7,X,0.547,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,C3,3,C,MIX,7,X,0.619,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,C4,4,C,MIX,7,S,0.75,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,C5,5,C,MIX,7,R,0.758,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,C6,6,C,MIX,7,B,0.949,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,D1,1,D,MIX,8,X,1.096,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,D2,2,D,MIX,8,X,0.905,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,D3,3,D,MIX,8,X,0.895,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,D4,4,D,MIX,8,S,0.724,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,D5,5,D,MIX,8,R,0.551,Mixed
AB3,com+,040820,T07,MIX AB3 SHIFT 2,D6,6,D,MIX,8,B,0.806,Mixed
AB3,com+,040820,T07,CMB AB3 SHIFT 2,A1,1,A,CMB,5,X,0.992,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,A2,2,A,CMB,5,X,0.961,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,A3,3,A,CMB,5,X,0.921,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,A4,4,A,CMB,5,B,0.072,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,A5,5,A,CMB,5,B,0.066,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,A6,6,A,CMB,5,B,0.069,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,B1,1,B,CMB,6,X,0.818,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,B2,2,B,CMB,6,X,0.8,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,B3,3,B,CMB,6,X,0.795,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,B4,4,B,CMB,6,B,0.073,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,B5,5,B,CMB,6,B,0.069,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,B6,6,B,CMB,6,B,0.069,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,C1,1,C,CMB,7,X,0.916,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,C2,2,C,CMB,7,X,0.889,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,C3,3,C,CMB,7,X,0.883,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,C4,4,C,CMB,7,B,0.068,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,C5,5,C,CMB,7,B,0.068,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,C6,6,C,CMB,7,B,0.068,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,D1,1,D,CMB,8,X,1.233,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,D2,2,D,CMB,8,X,1.043,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,D3,3,D,CMB,8,X,0.89,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,D4,4,D,CMB,8,B,0.07,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,D5,5,D,CMB,8,B,0.067,Combination
AB3,com+,040820,T07,CMB AB3 SHIFT 2,D6,6,D,CMB,8,B,0.068,Combination
AB3,com+,040820,T07,NOD 1 SHIFT 2,A1,1,A,NOD,5,X,1.207,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,A2,2,A,NOD,5,X,1.027,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,A3,3,A,NOD,5,X,1.223,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,A4,4,A,NOD,5,X,1.351,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,A5,5,A,NOD,5,X,1.408,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,A6,6,A,NOD,5,X,1.083,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,B1,1,B,NOD,6,X,0.841,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,B2,2,B,NOD,6,X,1.092,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,B3,3,B,NOD,6,X,0.95,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,B4,4,B,NOD,6,X,0.95,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,B5,5,B,NOD,6,X,1.201,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,B6,6,B,NOD,6,X,1.042,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,C1,1,C,NOD,7,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,C2,2,C,NOD,7,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,C3,3,C,NOD,7,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,C4,4,C,NOD,7,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,C5,5,C,NOD,7,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,C6,6,C,NOD,7,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,D1,1,D,NOD,8,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,D2,2,D,NOD,8,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,D3,3,D,NOD,8,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,D4,4,D,NOD,8,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,D5,5,D,NOD,8,X,0,No drug
AB3,com+,040820,T07,NOD 1 SHIFT 2,D6,6,D,NOD,8,X,0,No drug
AB3,com+,050820,T08,STR AB3 SHIFT 1,A1,1,A,STR,1,X,0.965,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,A2,2,A,STR,1,X,0.781,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,A3,3,A,STR,1,X,0.669,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,A4,4,A,STR,1,S,0.715,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,A5,5,A,STR,1,S,0.73,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,A6,6,A,STR,1,S,0.784,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,B1,1,B,STR,2,X,1.121,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,B2,2,B,STR,2,X,0.691,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,B3,3,B,STR,2,X,0.663,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,B4,4,B,STR,2,S,0.608,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,B5,5,B,STR,2,S,0.596,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,B6,6,B,STR,2,S,0.638,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,C1,1,C,STR,3,X,1.121,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,C2,2,C,STR,3,X,0.791,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,C3,3,C,STR,3,X,0.686,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,C4,4,C,STR,3,S,0.624,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,C5,5,C,STR,3,S,0.597,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,C6,6,C,STR,3,S,0.65,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,D1,1,D,STR,4,X,1.044,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,D2,2,D,STR,4,X,0.877,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,D3,3,D,STR,4,X,0.644,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,D4,4,D,STR,4,S,0.693,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,D5,5,D,STR,4,S,0.726,STP only
AB3,com+,050820,T08,STR AB3 SHIFT 1,D6,6,D,STR,4,S,0.755,STP only
AB3,com+,050820,T08,RIF AB3 SHIFT 1,A1,1,A,RIF,1,X,1.226,RIF only
AB3,com+,050820,T08,RIF AB3 SHIFT 1,A2,2,A,RIF,1,X,0.803,RIF only
AB3,com+,050820,T08,RIF AB3 SHIFT 1,A3,3,A,RIF,1,X,0.712,RIF only
AB3,com+,050820,T08,RIF AB3 SHIFT 1,A4,4,A,RIF,1,R,0.818,RIF only
AB3,com+,050820,T08,RIF AB3 SHIFT 1,A5,5,A,RIF,1,R,0.729,RIF only
AB3,com+,050820,T08,RIF AB3 SHIFT 1,A6,6,A,RIF,1,R,0.567,RIF only
AB3,com+,050820,T08,RIF AB3 SHIFT 1,B1,1,B,RIF,2,X,1.292,RIF only
